,el_price,gas_price,length,n_cons,DN,T_source,dt_max,elec_factor,typical_days,region,ins,tot_dem,h_dem,c_dem,Investment_costs,Maintenance_costs,Operation_costs,upd_tac,upd_LCOE,upd_LCOH,total_losses,total_gains,total_generated,ASHP_COP_c,CENHP_COP_h,Generation_Investment,Generation_Maintenance,Generation_Operation,Transmission_Investment,Transmission_Maintenance,Transmission_Operation,Consumers_Investment,Consumers_Maintenance,Consumers_Operation
1084,0.5,0.06826666666666667,2500,50,50,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,979.1899791248677,934.7531761622067,44.43680296266068,94758.95928822248,18786.738345568003,171275.54913952888,284821.2467733194,290.87434802781877,274.81506665779364,-66739.22706073448,0.0,528219.5830475278,4.02326592517767,2.2963360655579783,18645.98491975317,9136.738345568003,164128.09335181912,47447.91116783488,0,1058.2455990839326,28665.06320063443,9650.0,6089.210188625833
1085,0.5,0.06826666666666667,5000,50,50,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,979.1899791248677,934.7531761622067,44.43680296266068,142193.5533902503,18780.21283638555,175097.91989664378,336071.6861232796,343.2139761312072,329.6428443609708,-97631.53196878447,0.0,519861.69878986327,4.02326592517767,2.250563455551406,18632.667853946125,9130.212836385552,167502.38742325746,94895.82233566976,0,1506.3222847604634,28665.06320063443,9650.0,6089.210188625833
1086,0.5,0.06826666666666667,7500,50,50,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,979.1899791248677,934.7531761622067,44.43680296266068,189631.94172967403,18775.5465453917,178373.00218963658,386780.4904647023,395.0004582464988,383.89118032235956,-125175.58272427596,146.31076296475067,513104.41422811546,4.02326592517767,2.2169437434619272,18623.145025534955,9125.546545391699,170230.47797907883,142343.73350350463,0,2053.3140219319075,28665.06320063443,9650.0,6089.210188625833
1087,0.5,0.06826666666666667,10000,50,50,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,979.1899791248677,934.7531761622067,44.43680296266068,237071.43173428194,18771.42008249362,182638.63982119973,438481.4916379753,447.8002236398087,439.2009695712612,-208888.53092477826,411.6789215892451,511360.67613484187,4.02326592517767,2.208292037018383,18614.723862308063,9121.420082493622,170934.46898669872,189791.6446713395,0,5614.9606458752,28665.06320063443,9650.0,6089.210188625833
1088,0.5,0.06826666666666667,50,100,65,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,1958.3799582497354,1869.5063523244135,88.87360592532136,95694.00165085886,37573.72216919911,332943.3354836232,466211.05930368113,238.05955393883235,219.48953427093753,-2547.3200309285407,0.0,1075115.594800229,4.02326592517767,2.353290530019608,37292.470803864686,18273.722169199107,320716.03057440696,1071.4044457253035,0,48.88453196450531,57330.12640126886,19300.0,12178.420377251667
1089,0.5,0.06826666666666667,100,100,65,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,1958.3799582497354,1869.5063523244135,88.87360592532136,96765.03043880074,37573.53809274033,333120.9737810999,467459.54231264093,238.6970619993599,220.15734853506532,-5071.079604888193,0.0,1074795.3002770925,4.02326592517767,2.3522507920570597,37292.09514608129,18273.53809274033,320845.3414311441,2142.808891450607,0,97.21197270407501,57330.12640126886,19300.0,12178.420377251667
1090,0.5,0.06826666666666667,500,100,65,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,1958.3799582497354,1869.5063523244135,88.87360592532136,105333.29952517313,37572.08448508826,334525.5291489698,477430.9131592312,243.78870461170666,225.49104041270596,-24512.89761334707,0.0,1072241.145799574,4.02326592517767,2.344026618678867,37289.12866665124,18272.084485088253,321876.520978653,10714.044457253036,0,470.5877930651309,57330.12640126886,19300.0,12178.420377251667
1091,0.5,0.06826666666666667,1000,100,65,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,1958.3799582497354,1869.5063523244135,88.87360592532136,116044.05559900482,37570.47314092864,336088.3366299015,489702.86536983494,250.0550842072023,232.0553145567043,-42518.10178358979,0.0,1069222.338608523,4.02326592517767,2.3346398978470924,37285.840283229896,18270.47314092864,323095.28997463343,21428.088914506072,0,814.6262780164394,57330.12640126886,19300.0,12178.420377251667
1092,0.5,0.06826666666666667,2500,100,65,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,1958.3799582497354,1869.5063523244135,88.87360592532136,148174.7673100709,37564.87640116546,340229.04573242215,525968.6894436586,268.57336199137427,251.45392426387812,-79237.99457650897,0.0,1060635.8985742712,4.02326592517767,2.3092804877289916,37274.41862253686,18264.87640116546,326561.857042442,53570.22228626518,0,1488.7683127284354,57330.12640126886,19300.0,12178.420377251667
1093,0.5,0.06826666666666667,5000,100,65,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,1958.3799582497354,1869.5063523244135,88.87360592532136,201731.28633655058,37558.161652672396,345585.8577719509,584875.3057611738,298.6526201401157,282.9631064842407,-107866.59579456318,35.05560537801016,1049214.0702815168,4.02326592517767,2.2769910354913647,37260.71536275135,18258.161652672392,331173.1437829583,107140.44457253037,0,2234.2936117409063,57330.12640126886,19300.0,12178.420377251667
1094,0.5,0.06826666666666667,7500,100,65,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,1958.3799582497354,1869.5063523244135,88.87360592532136,255289.8101268671,37552.4292605794,349967.64950315154,642809.888890598,328.2355327334421,313.9523476052417,-128286.51965119285,229.50150958595304,1040071.6330497345,4.02326592517767,2.252359174486381,37249.01686680265,18252.429260579407,334864.18259304564,160710.66685879556,0,2925.046532854246,57330.12640126886,19300.0,12178.420377251667
1095,0.5,0.06826666666666667,10000,100,65,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,1958.3799582497354,1869.5063523244135,88.87360592532136,308848.2077065997,37546.635023907744,354364.1830379146,700759.025768422,357.8258768511459,344.9493735344524,-152658.45546069712,539.3156941817824,1031298.5515141909,4.02326592517767,2.2292111406660204,37237.192160270075,18246.635023907747,338406.10125016613,214280.88914506073,0,3779.661410496835,57330.12640126886,19300.0,12178.420377251667
1096,0.5,0.06826666666666667,50,500,125,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,9791.899791248656,9347.531761622053,444.36802962660704,474492.9787426394,187824.822503788,1664242.9031654543,2326560.704411882,237.60054269460622,219.00870230147856,-3289.803863578308,0.0,5376375.92571415,4.02326592517767,2.3538338964648493,186372.9920678718,91324.82250378799,1603257.9969469227,1469.3546684232738,0,92.8043322730349,286650.63200634427,96500.0,60892.10188625833
1097,0.5,0.06826666666666667,100,500,125,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,9791.899791248656,9347.531761622053,444.36802962660704,475961.4940649215,187824.41121491772,1664659.390086857,2328445.295366696,237.79300697579694,219.21031605395086,-6563.9833889100055,0.0,5375574.036689788,4.02326592517767,2.353336007901411,186372.1527217307,91324.41121491772,1603581.7402472636,2938.7093368465476,0,185.54795333523674,286650.63200634427,96500.0,60892.10188625833
1098,0.5,0.06826666666666667,500,500,125,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,9791.899791248656,9347.531761622053,444.36802962660704,487709.9995271777,187821.30852133967,1667819.5338354763,2343350.8418839937,239.31523931426707,220.80491309811336,-30245.487832973537,0.0,5369555.275567692,4.02326592517767,2.3496067542826213,186365.82083660073,91321.30852133968,1606011.6694378324,14693.546684232735,0,915.7625113853701,286650.63200634427,96500.0,60892.10188625833
1099,0.5,0.06826666666666667,1000,500,125,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,9791.899791248656,9347.531761622053,444.36802962660704,502396.6564997245,187817.93248659425,1671311.1864055358,2361525.7753918543,241.17135854499122,222.7492695305227,-53456.91210482318,5.595880708877719,5363091.193587054,4.02326592517767,2.345617860781235,186358.93112491464,91317.93248659423,1608621.3859136668,29387.09336846547,0,1797.698605610593,286650.63200634427,96500.0,60892.10188625833
1100,0.5,0.06826666666666667,2500,500,125,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,9791.899791248656,9347.531761622053,444.36802962660704,546459.5492540211,187809.23611455847,1680448.8789992083,2414717.664367788,246.60359234128407,228.4397438003532,-105351.70603607714,45.17912251845715,5346838.752208795,4.02326592517767,2.335647202195593,186341.1838265131,91309.23611455846,1615182.9158784247,73467.73342116368,0,4373.861234525548,286650.63200634427,96500.0,60892.10188625833
1101,0.5,0.06826666666666667,5000,500,125,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,9791.899791248656,9347.531761622053,444.36802962660704,619903.7570363608,187797.70829195902,1692900.0688096439,2500601.534137964,255.37450213418586,237.62760985530338,-162966.28699848588,309.5682488379121,5326453.212548798,4.02326592517767,2.323315157685453,186317.6581876891,91297.708291959,1623413.085414764,146935.46684232735,0,8594.88150862165,286650.63200634427,96500.0,60892.10188625833
1102,0.5,0.06826666666666667,7500,500,125,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,9791.899791248656,9347.531761622053,444.36802962660704,693350.9468569139,187787.64170098718,1703941.3804066153,2585079.968964516,264.0018815628493,246.66512232179147,-208583.23745855747,505.26635991486785,5309409.069795395,4.02326592517767,2.313193983838796,186297.11458707866,91287.64170098718,1630294.245460352,220403.20026349102,0,12755.033060004938,286650.63200634427,96500.0,60892.10188625833
1103,0.5,0.06826666666666667,10000,500,125,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,9791.899791248656,9347.531761622053,444.36802962660704,766798.9503880218,187777.9738371654,1714538.9084113496,2669115.832636537,272.58406331139275,255.65528847635272,-249414.77187565915,816.8467850913217,5293301.380201003,4.02326592517767,2.303743625656611,186277.38469702273,91277.97383716538,1636797.3345564075,293870.9336846547,0,16849.471968683865,286650.63200634427,96500.0,60892.10188625833
1104,0.5,0.06826666666666667,50,1000,200,303.15,25.0,0.807451564828614,VIC_Medoid_24d_norescale.csv,VIC,S3,19583.79958249731,18695.063523244105,888.7360592532141,948445.8152402131,375638.7193477064,3328105.7957258797,4652190.330313799,237.552999391988,218.95889885958033,-4108.706150375025,0.0,10753399.494690772,4.02326592517767,2.354050112016998,372723.6873727784,182638.71934770644,3206254.5237854444,2420.8638547459836,0,67.0681679185254,573301.2640126885,193000.0,121784.20377251666
